nose_dist,neck_dist,tail_dist,min_pairwise_dist,b_body_len,w_body_len,b_facing_toward_w,w_facing_toward_b,b_nose_speed,w_nose_speed,nose_approach_velocity,relative_dist_change,nose_dist_roll5_mean,nose_dist_roll5_min,nose_dist_roll5_std,approach_in_window,y_true,y_pred,y_proba_close,frame_idx,filename
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,874,frame_000874.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,875,frame_000875.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,876,frame_000876.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,877,frame_000877.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,878,frame_000878.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,879,frame_000879.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,880,frame_000880.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,881,frame_000881.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,882,frame_000882.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,883,frame_000883.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,884,frame_000884.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,885,frame_000885.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,886,frame_000886.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,887,frame_000887.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,888,frame_000888.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,889,frame_000889.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,890,frame_000890.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,891,frame_000891.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,892,frame_000892.jpg
,,,,232.74514037247775,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,893,frame_000893.jpg
,,,,105.37497776545489,,,,272.55507026721983,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,894,frame_000894.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,895,frame_000895.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,896,frame_000896.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,897,frame_000897.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,898,frame_000898.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,6.723385158807813e-07,899,frame_000899.jpg
